Location_ID,Location_Name,Date_Early,Date_Mid,Date_Late,Latitude,Longitude,Region,Ocean_Basin,Ecosystem_Type,Climate_Zone
334,Ind_334,2003-01-15,2010-01-15,2025-01-15,-42.5,22.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
335,NAtl_335,2003-01-15,2010-01-15,2025-01-15,32.5,-60.0,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
336,Eq_336,2003-01-15,2010-01-15,2025-01-15,-5.0,7.5,Equatorial,Atlantic_Ocean,Tropical_Marine,Tropical
337,SPac_337,2003-01-15,2010-01-15,2025-01-15,-50.0,-142.5,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
338,SPac_338,2003-01-15,2010-01-15,2025-01-15,-20.0,-97.5,South_Pacific,Atlantic_Ocean,Tropical_Marine,Tropical
339,Eq_339,2003-01-15,2010-01-15,2025-01-15,-12.5,82.5,Equatorial,Indian_Ocean,Tropical_Marine,Tropical
340,SO_340,2003-01-15,2010-01-15,2025-01-15,-72.5,-75.0,Southern_Ocean,Southern_Ocean,Polar_Marine,Polar
341,NPac_341,2003-01-15,2010-01-15,2025-01-15,17.5,-120.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
342,Ind_342,2003-01-15,2010-01-15,2025-01-15,-50.0,52.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
343,NPac_343,2003-01-15,2010-01-15,2025-01-15,40.0,-157.5,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
344,SAtl_344,2003-01-15,2010-01-15,2025-01-15,-35.0,-52.5,South_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
345,NPac_345,2003-01-15,2010-01-15,2025-01-15,25.0,-90.0,North_Pacific,Atlantic_Ocean,Temperate_Marine,Subtropical
346,SO_346,2003-01-15,2010-01-15,2025-01-15,-65.0,-30.0,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
347,NPac_347,2003-01-15,2010-01-15,2025-01-15,25.0,-82.5,North_Pacific,Atlantic_Ocean,Temperate_Marine,Subtropical
348,NPac_348,2003-01-15,2010-01-15,2025-01-15,2.5,-127.5,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
349,SPac_349,2003-01-15,2010-01-15,2025-01-15,-35.0,-82.5,South_Pacific,Atlantic_Ocean,Temperate_Marine,Subtropical
350,SO_350,2003-01-15,2010-01-15,2025-01-15,-65.0,-172.5,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
351,ARC_351,2003-01-15,2010-01-15,2025-01-15,85.0,-82.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
352,SAtl_352,2003-01-15,2010-01-15,2025-01-15,-57.5,-67.5,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
353,SPac_353,2003-01-15,2010-01-15,2025-01-15,-50.0,150.0,South_Pacific,Atlantic_Ocean,Subpolar_Marine,Temperate
354,NPac_354,2003-01-15,2010-01-15,2025-01-15,25.0,165.0,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
355,SPac_355,2003-01-15,2010-01-15,2025-01-15,-35.0,-172.5,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
356,Ind_356,2003-01-15,2010-01-15,2025-01-15,-35.0,135.0,Indian_Ocean,Atlantic_Ocean,Temperate_Marine,Subtropical
357,NAtl_357,2003-01-15,2010-01-15,2025-01-15,17.5,-75.0,North_Atlantic,Atlantic_Ocean,Tropical_Marine,Tropical
358,Ind_358,2003-01-15,2010-01-15,2025-01-15,10.0,135.0,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
359,NAtl_359,2003-01-15,2010-01-15,2025-01-15,32.5,-75.0,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
360,Ind_360,2003-01-15,2010-01-15,2025-01-15,-35.0,37.5,Indian_Ocean,Atlantic_Ocean,Temperate_Marine,Subtropical
361,Ind_361,2003-01-15,2010-01-15,2025-01-15,-50.0,67.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
362,ARC_362,2003-01-15,2010-01-15,2025-01-15,85.0,-45.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
363,NPac_363,2003-01-15,2010-01-15,2025-01-15,40.0,-135.0,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
364,ARC_364,2003-01-15,2010-01-15,2025-01-15,70.0,-172.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
365,Ind_365,2003-01-15,2010-01-15,2025-01-15,40.0,120.0,Indian_Ocean,Indian_Ocean,Temperate_Marine,Subtropical
366,SAtl_366,2003-01-15,2010-01-15,2025-01-15,-50.0,-15.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
367,Eq_367,2003-01-15,2010-01-15,2025-01-15,-5.0,-97.5,Equatorial,Atlantic_Ocean,Tropical_Marine,Tropical
368,Eq_368,2003-01-15,2010-01-15,2025-01-15,-5.0,157.5,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
369,SAtl_369,2003-01-15,2010-01-15,2025-01-15,-27.5,-37.5,South_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
370,SPac_370,2003-01-15,2010-01-15,2025-01-15,-57.5,-127.5,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
371,Ind_371,2003-01-15,2010-01-15,2025-01-15,10.0,52.5,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
372,SAtl_372,2003-01-15,2010-01-15,2025-01-15,-42.5,-37.5,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
373,SO_373,2003-01-15,2010-01-15,2025-01-15,-72.5,-135.0,Southern_Ocean,Southern_Ocean,Polar_Marine,Polar
374,SPac_374,2003-01-15,2010-01-15,2025-01-15,-57.5,-157.5,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
375,NPac_375,2003-01-15,2010-01-15,2025-01-15,17.5,157.5,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
376,SAtl_376,2003-01-15,2010-01-15,2025-01-15,-42.5,0.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
377,SPac_377,2003-01-15,2010-01-15,2025-01-15,-27.5,-150.0,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
378,SAtl_378,2003-01-15,2010-01-15,2025-01-15,-57.5,0.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
379,NPac_379,2003-01-15,2010-01-15,2025-01-15,17.5,165.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
380,NAtl_380,2003-01-15,2010-01-15,2025-01-15,2.5,7.5,North_Atlantic,Atlantic_Ocean,Tropical_Marine,Tropical
381,NPac_381,2003-01-15,2010-01-15,2025-01-15,17.5,-165.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
382,Ind_382,2003-01-15,2010-01-15,2025-01-15,-57.5,127.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
383,SPac_383,2003-01-15,2010-01-15,2025-01-15,-35.0,157.5,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
384,SPac_384,2003-01-15,2010-01-15,2025-01-15,-27.5,165.0,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
385,ARC_385,2003-01-15,2010-01-15,2025-01-15,70.0,-180.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
386,NPac_386,2003-01-15,2010-01-15,2025-01-15,32.5,-127.5,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
387,SPac_387,2003-01-15,2010-01-15,2025-01-15,-57.5,157.5,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
388,SPac_388,2003-01-15,2010-01-15,2025-01-15,-20.0,-127.5,South_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
389,Eq_389,2003-01-15,2010-01-15,2025-01-15,-12.5,172.5,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
390,NPac_390,2003-01-15,2010-01-15,2025-01-15,40.0,-142.5,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
391,Ind_391,2003-01-15,2010-01-15,2025-01-15,-35.0,105.0,Indian_Ocean,Atlantic_Ocean,Temperate_Marine,Subtropical
392,Eq_392,2003-01-15,2010-01-15,2025-01-15,-5.0,-127.5,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
393,Ind_393,2003-01-15,2010-01-15,2025-01-15,-35.0,112.5,Indian_Ocean,Atlantic_Ocean,Temperate_Marine,Subtropical
394,NPac_394,2003-01-15,2010-01-15,2025-01-15,25.0,-112.5,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
395,Ind_395,2003-01-15,2010-01-15,2025-01-15,-20.0,97.5,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
396,NPac_396,2003-01-15,2010-01-15,2025-01-15,17.5,-82.5,North_Pacific,Atlantic_Ocean,Tropical_Marine,Tropical
397,SPac_397,2003-01-15,2010-01-15,2025-01-15,-50.0,-97.5,South_Pacific,Atlantic_Ocean,Subpolar_Marine,Temperate
398,Eq_398,2003-01-15,2010-01-15,2025-01-15,-12.5,-90.0,Equatorial,Atlantic_Ocean,Tropical_Marine,Tropical
399,SO_399,2003-01-15,2010-01-15,2025-01-15,-72.5,-150.0,Southern_Ocean,Southern_Ocean,Polar_Marine,Polar
400,SAtl_400,2003-01-15,2010-01-15,2025-01-15,-35.0,-37.5,South_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
401,SPac_401,2003-01-15,2010-01-15,2025-01-15,-42.5,-82.5,South_Pacific,Atlantic_Ocean,Subpolar_Marine,Temperate
402,SPac_402,2003-01-15,2010-01-15,2025-01-15,-27.5,-172.5,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
403,SAtl_403,2003-01-15,2010-01-15,2025-01-15,-20.0,-15.0,South_Atlantic,Atlantic_Ocean,Tropical_Marine,Tropical
404,ARC_404,2003-01-15,2010-01-15,2025-01-15,85.0,60.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
405,Ind_405,2003-01-15,2010-01-15,2025-01-15,-35.0,75.0,Indian_Ocean,Atlantic_Ocean,Temperate_Marine,Subtropical
406,SPac_406,2003-01-15,2010-01-15,2025-01-15,-35.0,-142.5,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
407,SO_407,2003-01-15,2010-01-15,2025-01-15,-65.0,-97.5,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
408,NAtl_408,2003-01-15,2010-01-15,2025-01-15,55.0,-45.0,North_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
409,SAtl_409,2003-01-15,2010-01-15,2025-01-15,-35.0,-7.5,South_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
410,NPac_410,2003-01-15,2010-01-15,2025-01-15,2.5,-165.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
411,ARC_411,2003-01-15,2010-01-15,2025-01-15,77.5,-172.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
412,Ind_412,2003-01-15,2010-01-15,2025-01-15,17.5,112.5,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
413,NAtl_413,2003-01-15,2010-01-15,2025-01-15,25.0,-45.0,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
414,ARC_414,2003-01-15,2010-01-15,2025-01-15,85.0,97.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
415,NPac_415,2003-01-15,2010-01-15,2025-01-15,17.5,-142.5,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
416,Ind_416,2003-01-15,2010-01-15,2025-01-15,-27.5,90.0,Indian_Ocean,Indian_Ocean,Temperate_Marine,Subtropical
417,SPac_417,2003-01-15,2010-01-15,2025-01-15,-27.5,-105.0,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
418,Eq_418,2003-01-15,2010-01-15,2025-01-15,-12.5,-22.5,Equatorial,Atlantic_Ocean,Tropical_Marine,Tropical
419,Ind_419,2003-01-15,2010-01-15,2025-01-15,-57.5,22.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
420,SPac_420,2003-01-15,2010-01-15,2025-01-15,-50.0,172.5,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
421,Eq_421,2003-01-15,2010-01-15,2025-01-15,-12.5,-180.0,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
422,NPac_422,2003-01-15,2010-01-15,2025-01-15,47.5,150.0,North_Pacific,Indian_Ocean,Subpolar_Marine,Temperate
423,NPac_423,2003-01-15,2010-01-15,2025-01-15,32.5,150.0,North_Pacific,Indian_Ocean,Temperate_Marine,Subtropical
424,ARC_424,2003-01-15,2010-01-15,2025-01-15,70.0,37.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
425,NAtl_425,2003-01-15,2010-01-15,2025-01-15,2.5,-45.0,North_Atlantic,Atlantic_Ocean,Tropical_Marine,Tropical
426,SAtl_426,2003-01-15,2010-01-15,2025-01-15,-20.0,0.0,South_Atlantic,Atlantic_Ocean,Tropical_Marine,Tropical
427,SPac_427,2003-01-15,2010-01-15,2025-01-15,-50.0,-150.0,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
428,NAtl_428,2003-01-15,2010-01-15,2025-01-15,40.0,-22.5,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
429,NAtl_429,2003-01-15,2010-01-15,2025-01-15,62.5,-15.0,North_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
430,NAtl_430,2003-01-15,2010-01-15,2025-01-15,32.5,-30.0,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
431,ARC_431,2003-01-15,2010-01-15,2025-01-15,70.0,-90.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
432,SO_432,2003-01-15,2010-01-15,2025-01-15,-65.0,82.5,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
433,NAtl_433,2003-01-15,2010-01-15,2025-01-15,47.5,-45.0,North_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
434,Eq_434,2003-01-15,2010-01-15,2025-01-15,-5.0,-142.5,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
435,SO_435,2003-01-15,2010-01-15,2025-01-15,-65.0,165.0,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
436,SAtl_436,2003-01-15,2010-01-15,2025-01-15,-35.0,-15.0,South_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
437,Ind_437,2003-01-15,2010-01-15,2025-01-15,2.5,82.5,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
438,SAtl_438,2003-01-15,2010-01-15,2025-01-15,-50.0,-45.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
439,SAtl_439,2003-01-15,2010-01-15,2025-01-15,-50.0,-37.5,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
440,Eq_440,2003-01-15,2010-01-15,2025-01-15,-12.5,112.5,Equatorial,Indian_Ocean,Tropical_Marine,Tropical
441,NPac_441,2003-01-15,2010-01-15,2025-01-15,25.0,-97.5,North_Pacific,Atlantic_Ocean,Temperate_Marine,Subtropical
442,SPac_442,2003-01-15,2010-01-15,2025-01-15,-57.5,-165.0,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
443,Ind_443,2003-01-15,2010-01-15,2025-01-15,10.0,90.0,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
444,SPac_444,2003-01-15,2010-01-15,2025-01-15,-50.0,157.5,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
445,NPac_445,2003-01-15,2010-01-15,2025-01-15,2.5,-82.5,North_Pacific,Atlantic_Ocean,Tropical_Marine,Tropical
446,SO_446,2003-01-15,2010-01-15,2025-01-15,-65.0,172.5,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
447,SAtl_447,2003-01-15,2010-01-15,2025-01-15,-57.5,-15.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
448,NPac_448,2003-01-15,2010-01-15,2025-01-15,10.0,157.5,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
449,SAtl_449,2003-01-15,2010-01-15,2025-01-15,-42.5,-7.5,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
450,SAtl_450,2003-01-15,2010-01-15,2025-01-15,-42.5,-22.5,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
451,ARC_451,2003-01-15,2010-01-15,2025-01-15,77.5,150.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
452,SAtl_452,2003-01-15,2010-01-15,2025-01-15,-42.5,-30.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
453,NAtl_453,2003-01-15,2010-01-15,2025-01-15,62.5,0.0,North_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
454,SAtl_454,2003-01-15,2010-01-15,2025-01-15,-57.5,-22.5,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
455,ARC_455,2003-01-15,2010-01-15,2025-01-15,70.0,45.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
456,ARC_456,2003-01-15,2010-01-15,2025-01-15,77.5,112.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
457,NPac_457,2003-01-15,2010-01-15,2025-01-15,2.5,-112.5,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
458,NPac_458,2003-01-15,2010-01-15,2025-01-15,62.5,165.0,North_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
459,Ind_459,2003-01-15,2010-01-15,2025-01-15,-57.5,52.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
460,NPac_460,2003-01-15,2010-01-15,2025-01-15,10.0,-150.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
461,SAtl_461,2003-01-15,2010-01-15,2025-01-15,-57.5,-60.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
462,ARC_462,2003-01-15,2010-01-15,2025-01-15,77.5,-67.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
463,Ind_463,2003-01-15,2010-01-15,2025-01-15,25.0,127.5,Indian_Ocean,Indian_Ocean,Temperate_Marine,Subtropical
464,NAtl_464,2003-01-15,2010-01-15,2025-01-15,40.0,-15.0,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical
465,Ind_465,2003-01-15,2010-01-15,2025-01-15,2.5,105.0,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
466,NPac_466,2003-01-15,2010-01-15,2025-01-15,2.5,165.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
467,NAtl_467,2003-01-15,2010-01-15,2025-01-15,62.5,-30.0,North_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
468,SAtl_468,2003-01-15,2010-01-15,2025-01-15,-42.5,-60.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
469,SO_469,2003-01-15,2010-01-15,2025-01-15,-65.0,-22.5,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
470,SPac_470,2003-01-15,2010-01-15,2025-01-15,-42.5,-105.0,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
471,SPac_471,2003-01-15,2010-01-15,2025-01-15,-42.5,-135.0,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
472,SPac_472,2003-01-15,2010-01-15,2025-01-15,-50.0,-127.5,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
473,SAtl_473,2003-01-15,2010-01-15,2025-01-15,-50.0,0.0,South_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate
474,NPac_474,2003-01-15,2010-01-15,2025-01-15,55.0,-157.5,North_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
475,SPac_475,2003-01-15,2010-01-15,2025-01-15,-50.0,-120.0,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
476,Ind_476,2003-01-15,2010-01-15,2025-01-15,10.0,112.5,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
477,Ind_477,2003-01-15,2010-01-15,2025-01-15,-50.0,82.5,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
478,ARC_478,2003-01-15,2010-01-15,2025-01-15,85.0,67.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
479,NPac_479,2003-01-15,2010-01-15,2025-01-15,2.5,-135.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
480,SPac_480,2003-01-15,2010-01-15,2025-01-15,-57.5,-142.5,South_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
481,Eq_481,2003-01-15,2010-01-15,2025-01-15,-12.5,150.0,Equatorial,Indian_Ocean,Tropical_Marine,Tropical
482,SO_482,2003-01-15,2010-01-15,2025-01-15,-65.0,22.5,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
483,Eq_483,2003-01-15,2010-01-15,2025-01-15,-5.0,-135.0,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
484,ARC_484,2003-01-15,2010-01-15,2025-01-15,85.0,15.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
485,ARC_485,2003-01-15,2010-01-15,2025-01-15,85.0,172.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
486,Ind_486,2003-01-15,2010-01-15,2025-01-15,17.5,142.5,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
487,SO_487,2003-01-15,2010-01-15,2025-01-15,-65.0,7.5,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate
488,Eq_488,2003-01-15,2010-01-15,2025-01-15,-5.0,-105.0,Equatorial,Pacific_Ocean,Tropical_Marine,Tropical
489,ARC_489,2003-01-15,2010-01-15,2025-01-15,85.0,-52.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
490,Ind_490,2003-01-15,2010-01-15,2025-01-15,2.5,135.0,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
491,NPac_491,2003-01-15,2010-01-15,2025-01-15,47.5,-157.5,North_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
492,Ind_492,2003-01-15,2010-01-15,2025-01-15,2.5,52.5,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical
493,SPac_493,2003-01-15,2010-01-15,2025-01-15,-27.5,-120.0,South_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical
494,ARC_494,2003-01-15,2010-01-15,2025-01-15,77.5,-150.0,Arctic,Arctic_Ocean,Polar_Marine,Polar
495,ARC_495,2003-01-15,2010-01-15,2025-01-15,85.0,-157.5,Arctic,Arctic_Ocean,Polar_Marine,Polar
496,NPac_496,2003-01-15,2010-01-15,2025-01-15,47.5,-172.5,North_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate
497,NPac_497,2003-01-15,2010-01-15,2025-01-15,10.0,-180.0,North_Pacific,Pacific_Ocean,Tropical_Marine,Tropical
498,Ind_498,2003-01-15,2010-01-15,2025-01-15,-57.5,30.0,Indian_Ocean,Atlantic_Ocean,Subpolar_Marine,Temperate
499,Eq_499,2003-01-15,2010-01-15,2025-01-15,-5.0,135.0,Equatorial,Indian_Ocean,Tropical_Marine,Tropical
500,SO_500,2003-01-15,2010-01-15,2025-01-15,-72.5,-52.5,Southern_Ocean,Southern_Ocean,Polar_Marine,Polar
